,ID,City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
17007,17008,C6,4059,Rented,Individual,29,29,No,X4,3.0,3.0,1,7336.0,0
17009,17010,C2,2928,Rented,Individual,45,45,No,X3,5.0,4.0,12,10208.0,1
17010,17011,C7,5454,Rented,Individual,48,48,No,X1,4.0,3.0,21,13840.0,0
17011,17012,C11,804,Owned,Individual,37,37,No,X4,5.0,1.0,18,7332.0,0
17012,17013,C2,2975,Owned,Individual,45,45,No,,14.0,3.0,14,9600.0,1
17015,17016,C3,1234,Owned,Individual,52,52,No,X2,7.0,3.0,18,15574.0,1
17016,17017,C16,79,Rented,Individual,29,29,No,X4,5.0,1.0,2,10188.0,0
17020,17021,C21,3830,Rented,Individual,22,22,No,X2,1.0,1.0,13,9776.0,0
17023,17024,C2,859,Rented,Individual,35,35,No,X4,1.0,3.0,11,13794.0,1
17027,17028,C21,5648,Owned,Individual,45,45,No,X5,,,10,13980.0,1
17030,17031,C5,3125,Owned,Individual,34,34,No,X1,5.0,1.0,20,12096.0,1
17031,17032,C2,3450,Owned,Individual,56,56,No,X4,12.0,2.0,13,12188.0,1
17032,17033,C18,344,Owned,Individual,39,39,No,X2,2.0,1.0,19,7776.0,0
17033,17034,C9,841,Owned,Individual,50,50,No,X2,,,21,16094.0,1
17034,17035,C1,68,Rented,Individual,52,52,No,X6,14.0,3.0,8,14014.0,1
17035,17036,C1,1084,Owned,Individual,48,48,No,X4,14.0,3.0,21,14278.0,0
17039,17040,C10,3138,Rented,Individual,25,25,No,X4,,,15,6020.0,1
17040,17041,C4,179,Owned,Individual,34,34,No,X1,11.0,3.0,1,8656.0,0
17042,17043,C10,1769,Owned,Joint,67,63,Yes,X2,14.0,3.0,18,22737.0,1
17044,17045,C3,3733,Rented,Individual,25,25,No,X3,2.0,1.0,17,10290.0,0
17048,17049,C1,812,Owned,Individual,47,47,No,X2,6.0,3.0,15,13152.0,0
17049,17050,C1,530,Rented,Individual,22,22,No,X1,,,22,6290.0,1
17050,17051,C18,3525,Owned,Individual,27,27,No,X4,3.0,3.0,13,6924.0,1
17051,17052,C4,3687,Owned,Individual,33,33,No,X1,6.0,3.0,15,5520.0,1
17053,17054,C18,3935,Owned,Joint,73,69,Yes,,7.0,3.0,21,28464.8,1
17055,17056,C9,1349,Owned,Joint,70,69,Yes,X2,14.0,4.0,17,27328.0,0
17059,17060,C1,951,Owned,Joint,71,58,Yes,X5,14.0,4.0,22,30855.0,1
17060,17061,C1,1357,Owned,Individual,75,75,No,X3,12.0,2.0,16,22192.0,0
17061,17062,C4,1351,Rented,Individual,52,52,No,X1,4.0,3.0,5,12800.0,1
17062,17063,C20,1182,Owned,Individual,40,40,No,X3,8.0,4.0,22,8246.0,1
17063,17064,C1,1973,Rented,Individual,45,45,No,X1,,,5,14916.0,1
17064,17065,C2,419,Rented,Individual,54,54,No,X4,,,21,12924.0,1
17065,17066,C28,3550,Rented,Individual,30,30,No,X2,,,14,9280.0,1
17066,17067,C2,1445,Rented,Individual,49,49,No,X1,5.0,1.0,19,11488.0,0
17067,17068,C2,2513,Owned,Individual,48,48,No,X6,4.0,3.0,3,11640.0,0
17069,17070,C1,78,Rented,Individual,68,68,No,X1,14.0,3.0,21,15184.0,1
17071,17072,C17,1058,Rented,Individual,28,28,No,X1,2.0,1.0,2,7620.0,1
17072,17073,C11,98,Rented,Individual,28,28,No,X2,3.0,1.0,2,6756.0,0
17073,17074,C23,91,Owned,Joint,56,24,No,X2,7.0,3.0,18,18048.8,0
17075,17076,C10,1664,Rented,Joint,52,43,Yes,X3,11.0,1.0,19,19804.4,0
17076,17077,C1,2870,Owned,Individual,64,64,No,X1,2.0,1.0,19,20416.0,0
17077,17078,C19,3009,Rented,Individual,42,42,No,,3.0,2.0,16,15936.0,1
17079,17080,C7,2519,Owned,Individual,74,74,No,X4,8.0,2.0,20,20740.0,0
17080,17081,C22,242,Owned,Joint,44,16,No,X1,9.0,3.0,18,19936.0,0
17081,17082,C21,5173,Rented,Individual,50,50,No,X5,12.0,2.0,13,16688.0,0
17085,17086,C7,685,Owned,Individual,45,45,No,X3,,,21,10224.0,1
17088,17089,C1,207,Owned,Joint,66,40,No,X7,9.0,4.0,17,29610.0,0
17091,17092,C4,3041,Rented,Individual,61,61,No,X4,14.0,2.0,7,16250.0,1
17092,17093,C2,560,Owned,Individual,42,42,No,X4,14.0,3.0,22,12042.0,0
17094,17095,C4,139,Rented,Individual,56,56,No,X3,3.0,2.0,6,13706.0,0
17095,17096,C13,546,Rented,Joint,29,27,Yes,X3,3.0,2.0,20,13462.4,1
17096,17097,C3,2205,Owned,Individual,69,69,No,X1,,,18,17070.0,1
17097,17098,C3,896,Owned,Joint,69,66,Yes,X1,7.0,1.0,2,25228.8,0
17098,17099,C14,1836,Owned,Individual,27,27,No,,,,21,11412.0,1
17100,17101,C2,1171,Owned,Individual,57,57,No,X2,10.0,2.0,3,18788.0,1
17102,17103,C2,3828,Owned,Individual,41,41,No,X3,1.0,3.0,18,17304.0,0
17103,17104,C2,1286,Rented,Individual,51,51,No,X3,,,11,13896.0,1
17104,17105,C8,2865,Owned,Individual,23,23,No,X3,2.0,3.0,16,9982.0,0
17106,17107,C17,3381,Owned,Joint,44,24,No,X2,1.0,3.0,22,19353.6,0
17107,17108,C1,1329,Rented,Individual,49,49,No,,14.0,1.0,12,10112.0,1
17109,17110,C1,926,Rented,Individual,24,24,No,X1,,,16,6680.0,1
17110,17111,C10,778,Rented,Individual,51,51,No,X5,13.0,3.0,2,15840.0,0
17111,17112,C2,1967,Owned,Individual,65,65,No,X4,3.0,4.0,22,22338.0,0
17112,17113,C3,2165,Rented,Individual,46,46,No,X6,4.0,3.0,16,16032.0,1
17114,17115,C19,1408,Owned,Individual,34,34,No,X1,3.0,1.0,19,6860.0,0
17115,17116,C6,795,Owned,Individual,47,47,No,X4,2.0,3.0,4,15756.0,0
17117,17118,C6,2620,Owned,Individual,62,62,No,,14.0,2.0,17,18600.0,1
17118,17119,C1,1441,Owned,Individual,75,75,No,X3,13.0,3.0,8,20800.0,1
17122,17123,C4,1367,Rented,Individual,36,36,No,X1,1.0,3.0,8,7884.0,0
17123,17124,C3,862,Owned,Joint,51,46,Yes,X7,14.0,3.0,17,20272.0,1
17128,17129,C16,329,Owned,Joint,32,22,Yes,X3,9.0,2.0,15,8190.0,1
17130,17131,C15,1540,Rented,Individual,39,39,No,X2,4.0,1.0,16,10432.0,1
17131,17132,C4,1202,Rented,Individual,40,40,No,X2,,,16,16200.0,1
17133,17134,C2,4659,Owned,Individual,42,42,No,X3,,,22,17712.0,1
17135,17136,C19,1832,Owned,Individual,75,75,No,X1,7.0,1.0,16,20224.0,0
17138,17139,C2,1904,Owned,Individual,53,53,No,X1,,,20,13920.0,1
17141,17142,C19,240,Owned,Joint,27,25,Yes,X1,1.0,1.0,19,9480.0,1
17143,17144,C3,4159,Owned,Individual,69,69,No,X2,10.0,4.0,14,19074.0,0
17145,17146,C12,465,Owned,Individual,46,46,No,X3,14.0,1.0,2,11814.0,0
17148,17149,C3,3036,Owned,Individual,33,33,No,X2,4.0,1.0,18,14820.0,0
17149,17150,C16,2573,Owned,Individual,38,38,No,,1.0,3.0,15,6912.0,1
17151,17152,C3,2205,Owned,Individual,65,65,No,X2,1.0,2.0,2,18836.0,0
17152,17153,C11,1614,Rented,Individual,62,62,No,X1,14.0,1.0,15,14136.0,0
17153,17154,C25,3899,Rented,Individual,26,26,No,,,,17,10242.0,1
17154,17155,C1,27,Owned,Individual,73,73,No,X2,14.0,1.0,17,18420.0,0
17155,17156,C11,407,Owned,Joint,46,44,Yes,,1.0,1.0,15,15363.0,1
17156,17157,C3,28,Owned,Individual,28,28,No,X2,5.0,2.0,16,6530.0,0
17163,17164,C1,4,Rented,Individual,67,67,No,X2,6.0,4.0,22,18180.0,1
17164,17165,C10,393,Owned,Individual,56,56,No,X4,14.0,3.0,18,11580.0,0
17167,17168,C2,4764,Owned,Individual,60,60,No,X6,2.0,3.0,18,15470.0,0
17168,17169,C5,347,Owned,Individual,31,31,No,X2,,,21,11952.0,1
17169,17170,C10,82,Rented,Individual,27,27,No,X2,2.0,1.0,16,8340.0,0
17170,17171,C1,16,Owned,Joint,65,56,Yes,,,,22,28224.0,1
17171,17172,C23,375,Owned,Individual,75,75,No,X1,14.0,2.0,21,19788.0,0
17172,17173,C4,1703,Owned,Individual,24,24,No,X1,,,20,9952.0,1
17173,17174,C1,609,Owned,Joint,58,57,Yes,X2,14.0,3.0,5,21280.0,1
17175,17176,C22,331,Owned,Joint,44,18,No,,,,18,23328.0,1
17178,17179,C20,317,Rented,Individual,58,58,No,X5,3.0,3.0,10,17976.0,0
17179,17180,C8,473,Owned,Joint,42,34,Yes,X1,1.0,3.0,1,13372.8,0
17182,17183,C19,3199,Owned,Individual,53,53,No,X3,14.0,1.0,19,11664.0,0
17187,17188,C2,1286,Owned,Individual,61,61,No,X2,6.0,3.0,18,14036.0,1
17188,17189,C3,413,Owned,Individual,46,46,No,X1,3.0,3.0,6,11790.0,0
17189,17190,C3,911,Rented,Individual,26,26,No,,6.0,4.0,19,7404.0,1
17190,17191,C1,555,Rented,Individual,27,27,No,X6,1.0,1.0,16,9872.0,0
17192,17193,C7,1692,Owned,Individual,65,65,No,X3,9.0,2.0,13,19516.0,0
17194,17195,C15,2502,Rented,Individual,45,45,No,X1,2.0,1.0,19,10816.0,1
17195,17196,C4,209,Rented,Individual,19,19,No,X3,,,16,9142.0,1
17197,17198,C2,1838,Rented,Individual,35,35,No,X2,6.0,1.0,20,12870.0,1
17198,17199,C16,2530,Owned,Individual,38,38,No,X1,14.0,3.0,1,9648.0,0
17199,17200,C16,395,Rented,Individual,65,65,No,X1,,,22,15072.0,1
17200,17201,C3,1501,Rented,Individual,34,34,No,X1,1.0,3.0,17,7464.0,0
17201,17202,C5,2367,Owned,Individual,42,42,No,X4,13.0,2.0,2,9024.0,0
17203,17204,C15,1137,Rented,Individual,57,57,No,X3,5.0,1.0,16,17880.0,0
17205,17206,C19,4971,Owned,Joint,72,56,Yes,X2,8.0,1.0,1,27465.2,0
17206,17207,C7,1019,Owned,Joint,29,28,Yes,X2,,,16,14851.2,1
17207,17208,C5,1324,Rented,Individual,23,23,No,X2,,,8,7030.0,1
17208,17209,C1,5,Rented,Individual,67,67,No,X3,14.0,3.0,16,20094.0,0
17209,17210,C1,1965,Rented,Individual,34,34,No,X4,11.0,1.0,18,8052.0,0
17210,17211,C10,782,Rented,Individual,72,72,No,X3,7.0,2.0,16,17134.0,0
17211,17212,C1,62,Owned,Individual,58,58,No,X2,4.0,2.0,17,15120.0,0
17217,17218,C2,2250,Owned,Individual,32,32,No,,,,22,6240.0,1
17218,17219,C26,2521,Owned,Individual,40,40,No,X1,14.0,3.0,18,12600.0,0
17220,17221,C8,2501,Rented,Individual,34,34,No,X2,2.0,3.0,1,5470.0,0
17222,17223,C5,4616,Rented,Individual,31,31,No,X2,1.0,2.0,20,9030.0,1
17224,17225,C10,2743,Rented,Individual,50,50,No,X3,,,12,15264.0,1
17225,17226,C3,1331,Rented,Individual,50,50,No,X1,11.0,1.0,1,12552.0,0
17228,17229,C2,2751,Rented,Individual,26,26,No,X2,4.0,3.0,18,7644.0,0
17230,17231,C5,4397,Owned,Joint,67,62,Yes,X1,14.0,3.0,19,32895.0,0
17231,17232,C18,1449,Owned,Individual,31,31,No,X1,2.0,1.0,2,5740.0,1
17233,17234,C8,1628,Rented,Individual,25,25,No,X6,2.0,3.0,21,5368.0,1
17234,17235,C1,63,Owned,Individual,62,62,No,X5,1.0,3.0,5,17888.0,1
17235,17236,C3,1484,Owned,Individual,28,28,No,X4,7.0,3.0,2,6600.0,0
17237,17238,C15,3124,Rented,Individual,68,68,No,X2,10.0,1.0,16,18000.0,0
17241,17242,C1,156,Owned,Joint,49,36,Yes,X1,3.0,2.0,5,19035.0,0
17242,17243,C3,3292,Owned,Joint,57,54,Yes,X4,14.0,4.0,18,30432.0,0
17247,17248,C1,5785,Owned,Individual,75,75,No,X5,10.0,4.0,22,23180.0,0
17248,17249,C2,302,Owned,Joint,39,32,Yes,X5,11.0,3.0,3,19238.4,0
17249,17250,C9,740,Owned,Individual,44,44,No,X2,1.0,4.0,22,13640.0,1
17250,17251,C12,3115,Rented,Individual,34,34,No,X1,1.0,2.0,20,12348.0,0
17253,17254,C2,47,Rented,Joint,26,25,Yes,,2.0,1.0,22,12969.6,1
17255,17256,C6,2994,Rented,Individual,71,71,No,X3,3.0,1.0,19,21312.0,0
17258,17259,C1,3688,Rented,Individual,58,58,No,X2,1.0,4.0,5,18870.0,1
17262,17263,C13,44,Rented,Individual,25,25,No,X2,,,6,8582.0,1
17263,17264,C6,122,Owned,Individual,55,55,No,X4,2.0,3.0,22,14280.0,0
17265,17266,C4,2693,Owned,Individual,47,47,No,X1,8.0,3.0,10,13970.0,1
17266,17267,C10,1410,Owned,Individual,41,41,No,X1,6.0,3.0,14,9840.0,1
17267,17268,C5,280,Rented,Joint,29,25,No,X1,5.0,1.0,21,18333.0,0
17268,17269,C7,3183,Rented,Individual,25,25,No,X2,1.0,2.0,20,7716.0,0
17269,17270,C9,4345,Rented,Individual,25,25,No,X3,,,15,7020.0,1
17272,17273,C18,705,Rented,Joint,30,23,Yes,X2,,,19,12192.0,1
17276,17277,C2,440,Owned,Individual,66,66,No,X2,14.0,4.0,17,19500.0,0
17280,17281,C3,1046,Rented,Joint,62,28,Yes,X2,3.0,4.0,17,26163.2,0
17281,17282,C1,1489,Rented,Individual,23,23,No,X1,1.0,2.0,22,6500.0,0
17282,17283,C16,1551,Owned,Joint,46,18,No,X2,2.0,3.0,15,21788.8,0
17283,17284,C9,1611,Rented,Individual,31,31,No,,6.0,2.0,17,10656.0,1
17288,17289,C4,151,Rented,Individual,24,24,No,X3,3.0,3.0,16,6150.0,0
17289,17290,C12,465,Owned,Individual,53,53,No,X1,1.0,3.0,12,10368.0,0
17291,17292,C8,924,Rented,Individual,61,61,No,X4,1.0,4.0,22,16240.0,0
17292,17293,C20,701,Rented,Individual,23,23,No,X2,2.0,3.0,21,4952.0,0
17294,17295,C2,2257,Rented,Individual,75,75,No,X1,14.0,3.0,14,18570.0,0
17295,17296,C9,877,Owned,Joint,69,64,Yes,X2,4.0,4.0,10,26118.4,0
17297,17298,C1,269,Owned,Individual,75,75,No,X1,1.0,3.0,19,24662.0,0
17298,17299,C3,2536,Owned,Individual,46,46,No,,4.0,2.0,12,13222.0,1
17299,17300,C2,1777,Owned,Individual,48,48,No,X6,7.0,4.0,22,16796.0,0
17300,17301,C23,177,Owned,Individual,69,69,No,X1,7.0,3.0,20,14638.0,0
17302,17303,C3,2028,Rented,Joint,45,32,No,,2.0,1.0,22,27148.8,1
17304,17305,C6,114,Owned,Individual,71,71,No,X2,9.0,2.0,10,17550.0,0
17306,17307,C2,1512,Owned,Individual,75,75,No,X6,8.0,4.0,22,24320.0,1
17307,17308,C4,1794,Rented,Individual,29,29,No,X1,9.0,3.0,18,6400.0,0
17308,17309,C17,160,Rented,Individual,27,27,No,X1,5.0,2.0,19,8764.0,0
17309,17310,C19,3685,Owned,Individual,56,56,No,X2,3.0,1.0,1,15820.0,0
17312,17313,C7,625,Owned,Individual,36,36,No,X1,,,19,12680.0,1
17314,17315,C1,906,Rented,Individual,26,26,No,X5,3.0,3.0,20,6760.0,0
17317,17318,C8,2648,Owned,Individual,48,48,No,X3,,,21,15886.0,1
17319,17320,C7,1198,Owned,Individual,24,24,No,X2,,,21,6900.0,1
17320,17321,C7,1429,Owned,Individual,59,59,No,X4,6.0,3.0,21,16520.0,0
17321,17322,C7,693,Rented,Individual,26,26,No,X1,1.0,1.0,4,8076.0,0
17323,17324,C1,604,Owned,Joint,72,68,Yes,X1,2.0,3.0,18,27830.4,1
17326,17327,C2,2299,Owned,Individual,27,27,No,,2.0,2.0,13,6588.0,1
17328,17329,C30,5342,Rented,Individual,25,25,No,X2,3.0,3.0,16,12438.0,0
17330,17331,C2,1673,Owned,Individual,56,56,No,,11.0,3.0,21,19020.0,1
17331,17332,C17,1842,Owned,Individual,62,62,No,X3,14.0,3.0,12,12792.0,0
17332,17333,C7,663,Rented,Joint,61,41,No,X6,10.0,2.0,15,24660.0,0
17334,17335,C2,419,Owned,Individual,54,54,No,X1,14.0,3.0,3,15574.0,1
17335,17336,C10,193,Owned,Individual,40,40,No,X1,6.0,3.0,21,14168.0,0
17336,17337,C35,1468,Owned,Individual,61,61,No,X2,14.0,3.0,21,16464.0,0
17337,17338,C1,1527,Owned,Individual,61,61,No,,2.0,3.0,18,21248.0,1
17338,17339,C2,1451,Owned,Joint,72,43,Yes,X1,14.0,3.0,18,34272.0,0
17339,17340,C6,1411,Owned,Individual,62,62,No,,5.0,3.0,21,12892.0,1
17345,17346,C2,3004,Owned,Individual,25,25,No,,3.0,3.0,22,12438.0,1
17347,17348,C24,2279,Rented,Individual,41,41,No,X2,12.0,3.0,1,9296.0,0
17349,17350,C4,728,Owned,Individual,56,56,No,X2,13.0,3.0,21,11280.0,0
17350,17351,C2,1934,Owned,Individual,62,62,No,X2,14.0,4.0,22,17276.0,1
17351,17352,C4,4445,Owned,Individual,70,70,No,X1,6.0,4.0,17,21600.0,1
17353,17354,C4,4095,Owned,Individual,23,23,No,X3,,,16,9240.0,1
17355,17356,C6,4059,Owned,Individual,75,75,No,X1,14.0,3.0,1,16140.0,0
17356,17357,C1,2416,Owned,Individual,57,57,No,X1,14.0,1.0,16,15240.0,0
17357,17358,C3,1425,Owned,Individual,41,41,No,X2,10.0,3.0,2,10530.0,0
17359,17360,C3,775,Owned,Individual,70,70,No,X1,9.0,1.0,12,21960.0,0
17364,17365,C26,452,Rented,Joint,70,65,Yes,X2,,,10,25074.0,1
17365,17366,C3,3038,Rented,Individual,29,29,No,X3,6.0,2.0,13,10008.0,0
17366,17367,C1,4901,Owned,Joint,75,68,Yes,X4,3.0,4.0,17,32022.0,1
17367,17368,C3,3564,Owned,Individual,40,40,No,X3,1.0,3.0,17,14520.0,0
17368,17369,C2,2512,Owned,Individual,55,55,No,X2,14.0,2.0,17,16614.0,0
17369,17370,C2,884,Owned,Individual,40,40,No,X4,12.0,3.0,22,15158.0,0
17370,17371,C13,3442,Owned,Individual,75,75,No,X2,14.0,2.0,20,18784.0,0
17372,17373,C10,532,Owned,Joint,57,19,No,,2.0,2.0,17,26640.0,1
17373,17374,C1,1693,Owned,Joint,59,55,Yes,X4,14.0,1.0,19,24852.8,0
17376,17377,C2,654,Owned,Individual,39,39,No,X3,6.0,4.0,22,10656.0,1
17377,17378,C1,923,Owned,Individual,48,48,No,X4,1.0,3.0,8,13266.0,0
17379,17380,C7,3677,Rented,Individual,20,20,No,X2,,,2,3984.0,1
17381,17382,C1,46,Owned,Joint,57,53,Yes,,6.0,4.0,22,32928.0,1
17382,17383,C2,2492,Owned,Individual,52,52,No,X5,3.0,3.0,14,15990.0,0
17384,17385,C22,2638,Owned,Joint,72,65,Yes,X2,14.0,3.0,18,25312.0,0
17385,17386,C11,3591,Rented,Individual,26,26,No,X2,,,17,9792.0,1
17386,17387,C1,216,Owned,Individual,39,39,No,X7,9.0,3.0,22,10890.0,0
17388,17389,C17,4341,Owned,Individual,46,46,No,X2,10.0,3.0,6,13618.0,1
17390,17391,C7,685,Owned,Individual,33,33,No,X3,10.0,1.0,1,6432.0,0
17391,17392,C32,2135,Owned,Individual,29,29,No,X2,,,19,6630.0,1
17395,17396,C2,2329,Owned,Joint,63,60,Yes,X2,3.0,3.0,22,25079.6,0
17397,17398,C6,253,Owned,Individual,28,28,No,X1,3.0,1.0,17,8076.0,0
17399,17400,C1,3739,Owned,Individual,53,53,No,X1,3.0,1.0,5,19656.0,0
17401,17402,C2,2166,Owned,Individual,52,52,No,X1,14.0,3.0,15,12496.0,1
17403,17404,C1,1877,Owned,Joint,72,69,Yes,X2,7.0,3.0,8,26432.0,0
17405,17406,C1,1961,Rented,Individual,50,50,No,X4,,,22,17088.0,1
17406,17407,C10,147,Rented,Individual,48,48,No,X3,,,12,16172.0,1
17410,17411,C4,481,Owned,Individual,30,30,No,X1,3.0,2.0,5,6150.0,0
17411,17412,C15,885,Rented,Joint,58,44,Yes,X3,6.0,2.0,22,29036.8,0
17413,17414,C1,1436,Owned,Individual,75,75,No,X1,14.0,3.0,15,17612.0,0
17416,17417,C22,2354,Owned,Joint,53,49,No,X1,3.0,3.0,21,28627.2,0
17418,17419,C3,2536,Owned,Individual,33,33,No,X2,2.0,3.0,16,6180.0,0
17419,17420,C2,286,Owned,Individual,49,49,No,X1,9.0,3.0,18,13024.0,0
17420,17421,C10,2061,Owned,Joint,56,46,Yes,X2,6.0,3.0,2,30528.0,0
17423,17424,C9,671,Rented,Individual,56,56,No,X1,1.0,1.0,2,16380.0,0
17426,17427,C3,2265,Owned,Individual,41,41,No,X1,7.0,3.0,18,14472.0,0
17427,17428,C12,138,Owned,Joint,37,35,Yes,X4,3.0,1.0,6,21436.8,0
17428,17429,C1,461,Owned,Individual,27,27,No,X4,4.0,1.0,18,5008.0,0
17429,17430,C16,40,Owned,Individual,36,36,No,X2,,,20,11880.0,1
17430,17431,C10,247,Owned,Individual,54,54,No,X3,9.0,2.0,18,18368.0,0
17432,17433,C4,431,Owned,Individual,45,45,No,X2,3.0,3.0,18,14568.0,1
17434,17435,C14,821,Rented,Individual,75,75,No,X1,5.0,3.0,21,23800.0,0
17435,17436,C20,2048,Rented,Individual,25,25,No,,,,18,11160.0,1
17437,17438,C1,1169,Rented,Individual,75,75,No,X5,13.0,3.0,7,20094.0,0
17438,17439,C1,69,Owned,Individual,39,39,No,X4,,,18,14322.0,1
17439,17440,C18,3525,Owned,Individual,35,35,No,X4,1.0,1.0,22,10672.0,1
17440,17441,C2,1933,Rented,Individual,75,75,No,X2,14.0,3.0,12,21852.0,0
17441,17442,C23,91,Rented,Joint,42,16,Yes,X2,10.0,3.0,18,15484.0,1
17442,17443,C4,136,Owned,Individual,27,27,No,X4,4.0,3.0,8,8016.0,0
17447,17448,C3,482,Owned,Joint,73,70,Yes,X3,14.0,1.0,22,23595.0,0
17448,17449,C6,510,Rented,Joint,25,24,No,X3,2.0,3.0,20,14336.0,0
17450,17451,C3,1331,Owned,Individual,61,61,No,X3,5.0,3.0,21,12320.0,0
17451,17452,C20,4076,Rented,Individual,25,25,No,X2,3.0,2.0,22,5830.0,0
17452,17453,C7,3031,Owned,Individual,75,75,No,X2,8.0,1.0,16,18510.0,0
17453,17454,C4,191,Owned,Individual,27,27,No,X5,3.0,3.0,9,7584.0,0
17454,17455,C10,490,Rented,Individual,47,47,No,,7.0,1.0,12,9200.0,1
17455,17456,C1,1023,Owned,Joint,67,64,Yes,X4,12.0,3.0,19,23637.6,0
17457,17458,C1,169,Owned,Individual,72,72,No,,11.0,2.0,17,22536.0,1
17458,17459,C2,3780,Rented,Individual,28,28,No,X3,4.0,3.0,12,11304.0,1
17459,17460,C26,88,Owned,Individual,60,60,No,X3,14.0,3.0,21,18570.0,0
17460,17461,C27,2208,Owned,Individual,28,28,No,X2,6.0,2.0,22,8680.0,1
17462,17463,C1,761,Rented,Individual,41,41,No,X4,2.0,2.0,17,11574.0,0
17464,17465,C11,267,Rented,Individual,40,40,No,X2,10.0,3.0,4,10320.0,1
17465,17466,C1,633,Rented,Individual,59,59,No,X1,10.0,1.0,2,16944.0,0
17469,17470,C11,53,Rented,Individual,27,27,No,X3,1.0,3.0,22,5920.0,1
17470,17471,C25,2951,Rented,Individual,36,36,No,X4,,,9,13332.0,1
17471,17472,C2,1627,Owned,Individual,47,47,No,X1,2.0,3.0,11,10836.0,0
17472,17473,C1,410,Owned,Individual,75,75,No,,,,17,22458.0,1
17473,17474,C6,2880,Owned,Individual,56,56,No,X6,,,13,12848.0,1
17476,17477,C2,4793,Rented,Individual,30,30,No,X1,2.0,2.0,14,7116.0,0
17477,17478,C9,4097,Rented,Individual,25,25,No,,,,14,10476.0,1
17478,17479,C25,1332,Owned,Individual,74,74,No,X7,1.0,4.0,22,19110.0,1
17479,17480,C3,3298,Owned,Joint,54,45,Yes,X2,,,14,23010.4,1
17481,17482,C1,552,Rented,Joint,31,30,Yes,X4,7.0,3.0,8,11358.0,1
17483,17484,C15,213,Rented,Individual,39,39,No,X1,5.0,1.0,12,12000.0,0
17484,17485,C9,1558,Owned,Individual,55,55,No,X2,4.0,3.0,22,17360.0,0
17485,17486,C12,1018,Owned,Individual,54,54,No,X2,14.0,3.0,19,15216.0,0
17488,17489,C7,2262,Rented,Individual,26,26,No,X1,1.0,4.0,22,9002.0,0
17489,17490,C3,403,Rented,Joint,32,22,No,X1,5.0,3.0,12,13372.8,0
17490,17491,C17,2032,Owned,Individual,38,38,No,X2,14.0,1.0,12,6672.0,0
17492,17493,C3,1053,Owned,Joint,65,59,Yes,X1,8.0,1.0,16,35328.0,1
17494,17495,C21,3816,Rented,Individual,50,50,No,X1,,,20,13540.0,1
17497,17498,C3,3560,Owned,Joint,38,28,Yes,X3,10.0,3.0,8,19110.0,0
17501,17502,C10,1664,Rented,Joint,52,43,Yes,X3,,,19,22478.4,1
17502,17503,C2,568,Rented,Individual,75,75,No,X3,2.0,3.0,3,18090.0,1
17503,17504,C1,38,Rented,Individual,55,55,No,X4,14.0,2.0,20,13848.0,0
17507,17508,C9,1302,Rented,Individual,52,52,No,X2,2.0,2.0,17,16488.0,0
17508,17509,C2,380,Rented,Individual,52,52,No,X1,,,18,13392.0,1
17509,17510,C1,303,Owned,Joint,71,70,Yes,X1,2.0,3.0,12,29747.2,0
17510,17511,C14,2668,Owned,Individual,47,47,No,,1.0,3.0,18,15768.0,1
17512,17513,C1,3565,Owned,Individual,53,53,No,X2,3.0,4.0,22,12820.0,0
17513,17514,C1,551,Owned,Individual,75,75,No,X2,3.0,3.0,19,18816.0,0
17514,17515,C6,1132,Owned,Individual,26,26,No,X4,1.0,1.0,20,10560.0,1
17519,17520,C5,4058,Rented,Individual,38,38,No,,10.0,3.0,5,11268.0,1
17521,17522,C2,256,Owned,Individual,43,43,No,X2,4.0,1.0,20,18096.0,0
17522,17523,C7,2127,Owned,Joint,72,70,Yes,X3,4.0,3.0,21,25914.0,1
17523,17524,C2,23,Owned,Individual,44,44,No,X4,1.0,4.0,22,15048.0,0
17525,17526,C21,4453,Owned,Individual,30,30,No,X2,8.0,3.0,8,12700.0,1
17526,17527,C10,1796,Rented,Individual,34,34,No,X2,4.0,1.0,21,7812.0,0
17528,17529,C2,307,Rented,Joint,48,47,Yes,X1,3.0,3.0,21,21780.0,0
17529,17530,C2,2394,Owned,Joint,42,38,Yes,X4,4.0,3.0,3,19500.0,0
17530,17531,C3,1047,Rented,Individual,25,25,No,X1,4.0,4.0,22,8992.0,1
17532,17533,C32,969,Owned,Individual,30,30,No,X1,8.0,3.0,21,10080.0,0
17534,17535,C3,1246,Rented,Individual,33,33,No,X4,1.0,3.0,15,9552.0,0
17536,17537,C2,2088,Owned,Individual,75,75,No,X4,5.0,3.0,11,21012.0,0
17537,17538,C1,332,Owned,Joint,75,72,Yes,X4,5.0,3.0,5,26670.0,0
17538,17539,C1,1802,Owned,Individual,33,33,No,X2,8.0,1.0,19,10080.0,1
17541,17542,C27,1533,Rented,Individual,67,67,No,X1,5.0,3.0,5,16094.0,1
17542,17543,C3,2885,Owned,Individual,67,67,No,X1,2.0,3.0,22,17490.0,0
17547,17548,C15,666,Owned,Individual,24,24,No,X3,2.0,3.0,9,5112.0,0
17548,17549,C13,626,Rented,Individual,19,19,No,X3,,,19,5392.0,1
